% 1. Title: Iris Plants Database
% 
% 2. Sources:
%      (a) Creator: R.A. Fisher
%      (b) Donor: Michael Marshall (MARSHALL%PLU@io.arc.nasa.gov)
%      (c) Date: July, 1988
% 
% 3. Past Usage:
%    - Publications: too many to mention!!!  Here are a few.
%    1. Fisher,R.A. "The use of multiple measurements in taxonomic problems"
%       Annual Eugenics, 7, Part II, 179-188 (1936); also in "Contributions
%       to Mathematical Statistics" (John Wiley, NY, 1950).
%    2. Duda,R.O., & Hart,P.E. (1973) Pattern Classification and Scene Analysis.
%       (Q327.D83) John Wiley & Sons.  ISBN 0-471-22361-1.  See page 218.
%    3. Dasarathy, B.V. (1980) "Nosing Around the Neighborhood: A New System
%       Structure and Classification Rule for Recognition in Partially Exposed
%       Environments".  IEEE Transactions on Pattern Analysis and Machine
%       Intelligence, Vol. PAMI-2, No. 1, 67-71.
%       -- Results:
%          -- very low misclassification rates (0% for the setosa class)
%    4. Gates, G.W. (1972) "The Reduced Nearest Neighbor Rule".  IEEE 
%       Transactions on Information Theory, May 1972, 431-433.
%       -- Results:
%          -- very low misclassification rates again
%    5. See also: 1988 MLC Proceedings, 54-64.  Cheeseman et al's AUTOCLASS II
%       conceptual clustering system finds 3 classes in the data.
% 
% 4. Relevant Information:
%    --- This is perhaps the best known database to be found in the pattern
%        recognition literature.  Fisher's paper is a classic in the field
%        and is referenced frequently to this day.  (See Duda & Hart, for
%        example.)  The data set contains 3 classes of 50 instances each,
%        where each class refers to a type of iris plant.  One class is
%        linearly separable from the other 2; the latter are NOT linearly
%        separable from each other.
%    --- Predicted attribute: class of iris plant.
%    --- This is an exceedingly simple domain.
% 
% 5. Number of Instances: 150 (50 in each of three classes)
% 
% 6. Number of Attributes: 4 numeric, predictive attributes and the class
% 
% 7. Attribute Information:
%    1. sepal length in cm
%    2. sepal width in cm
%    3. petal length in cm
%    4. petal width in cm
%    5. class: 
%       -- Iris Setosa
%       -- Iris Versicolour
%       -- Iris Virginica
% 
% 8. Missing Attribute Values: None
% 
% Summary Statistics:
%  	           Min  Max   Mean    SD   Class Correlation
%    sepal length: 4.3  7.9   5.84  0.83    0.7826   
%     sepal width: 2.0  4.4   3.05  0.43   -0.4194
%    petal length: 1.0  6.9   3.76  1.76    0.9490  (high!)
%     petal width: 0.1  2.5   1.20  0.76    0.9565  (high!)
% 
% 9. Class Distribution: 33.3% for each of 3 classes.

@RELATION jk

@ATTRIBUTE P_value	REAL
@ATTRIBUTE S_entropy    REAL
@ATTRIBUTE F3   REAL
@ATTRIBUTE class 	{'coding','non_coding'}

@DATA
3.20782,2.41938,0.03960,'coding'
6.22979,2.84237,0.05302,'coding'
0.23964,2.32193,0.00515,'non_coding'
2.53111,1.89106,0.03375,'coding'
9.36102,2.82614,0.01970,'non_coding'
1.92754,2.25163,0.03352,'coding'
0.76788,2.25163,0.00996,'non_coding'
6.61250,2.03876,0.04133,'coding'
11.37654,2.77219,0.03511,'coding'
2.69268,1.94734,0.02627,'coding'
3.55961,2.75000,0.05197,'coding'
1.40780,1.52193,0.02995,'coding'
0.68254,2.23593,0.01083,'non_coding'
6.58423,2.82782,0.04720,'coding'
5.40481,2.49384,0.02089,'non_coding'
5.41127,2.55504,0.03893,'coding'
2.97987,3.10689,0.02249,'coding'
4.68497,2.67624,0.02144,'coding'
1.69444,1.58496,0.05648,'non_coding'
13.06919,2.80291,0.05217,'coding'
0.62500,1.58496,0.01953,'non_coding'
5.18971,1.99108,0.03337,'coding'
5.92517,2.69866,0.04031,'coding'
3.94182,2.95282,0.02867,'coding'
2.57823,2.64559,0.02105,'coding'
6.11480,2.85372,0.03120,'coding'
0.89086,2.00000,0.01485,'non_coding'
25.81418,3.02264,0.04903,'coding'
0.47805,1.50000,0.00793,'non_coding'
2.77934,2.15564,0.03915,'coding'
0.32639,1.00000,0.01360,'non_coding'
15.67399,2.49421,0.06257,'coding'
1.86912,2.90531,0.01147,'non_coding'
2.89614,2.82782,0.02099,'coding'
0.94555,2.32193,0.02122,'non_coding'
2.64066,1.90564,0.03746,'coding'
1.10606,1.91830,0.02011,'coding'
0.29763,2.52164,0.01412,'non_coding'
2.78114,2.11808,0.02809,'coding'
0.83983,2.00000,0.02181,'non_coding'
6.12534,2.48289,0.03338,'coding'
7.01075,2.49197,0.03769,'coding'
0.35481,2.00000,0.00446,'non_coding'
2.73874,2.59491,0.02961,'coding'
2.94683,2.41938,0.03616,'coding'
1.11364,1.00000,0.05062,'non_coding'
5.08525,2.03577,0.02601,'coding'
0.27179,1.58496,0.00836,'non_coding'
3.55862,2.25445,0.02454,'coding'
5.46992,2.68872,0.05337,'coding'
0.62755,1.92193,0.00972,'non_coding'
4.59121,3.01615,0.02284,'coding'
5.14060,2.68872,0.04873,'coding'
0.12896,1.00000,0.00833,'non_coding'
5.03430,2.88551,0.03237,'coding'
10.54206,2.73288,0.05020,'coding'
8.62125,2.32894,0.04698,'coding'
0.65490,0.91830,0.03323,'non_coding'
10.64052,2.77400,0.04636,'coding'
0.20098,2.00000,0.00591,'non_coding'
6.99779,2.21097,0.04634,'coding'
0.71011,1.00000,0.01578,'non_coding'
1.12207,1.50000,0.03161,'coding'
3.61728,2.66353,0.03828,'coding'
0.33398,1.00000,0.03691,'non_coding'
0.87255,2.52206,0.00855,'coding'
0.50233,2.32193,0.01118,'non_coding'
8.04627,3.05077,0.04137,'coding'
0.35881,2.41938,0.00457,'non_coding'
5.46014,2.73216,0.05935,'coding'
2.90543,2.28416,0.02703,'coding'
1.87126,2.84237,0.01210,'non_coding'
11.11914,2.41185,0.04228,'coding'
0.39102,1.00000,0.02422,'non_coding'
9.67520,2.87583,0.03302,'coding'
0.60884,1.37095,0.01243,'non_coding'
16.58185,2.94058,0.05901,'coding'
0.22222,1.00000,0.01235,'non_coding'
4.76036,2.35772,0.02817,'coding'
5.01079,2.82189,0.03243,'coding'
9.89173,2.88682,0.02806,'coding'
0.78161,0.91830,0.02695,'non_coding'
1.95546,3.02699,0.01686,'coding'
1.16383,2.66353,0.01208,'non_coding'
4.08899,2.71929,0.03700,'coding'
5.42393,2.77190,0.03780,'coding'
1.72205,1.00000,0.03673,'non_coding'
6.13975,2.58689,0.04220,'coding'
0.34722,1.00000,0.01447,'non_coding'
3.10955,2.73732,0.01747,'coding'
0.14957,1.50000,0.00384,'non_coding'
5.67284,2.41938,0.07004,'coding'
0.30864,2.00000,0.00762,'non_coding'
9.78505,3.11641,0.04929,'coding'
0.84311,2.72548,0.00682,'non_coding'
0.82051,2.44644,0.00902,'coding'
5.80513,2.46625,0.04465,'coding'
0.41865,2.52164,0.00885,'non_coding'
4.80208,2.66123,0.04288,'coding'
1.28743,2.17095,0.01262,'non_coding'
1.87374,2.52164,0.02839,'coding'
1.66667,2.25163,0.02976,'coding'
1.43182,1.00000,0.06508,'coding'
0.28021,1.58496,0.00605,'non_coding'
3.20684,2.48171,0.03289,'coding'
2.55556,2.50738,0.02302,'coding'
2.34457,1.58496,0.07453,'non_coding'
4.91311,2.75163,0.04657,'coding'
4.71181,2.11808,0.04908,'coding'
7.65260,3.16993,0.04969,'coding'
0.56757,2.00000,0.01534,'non_coding'
2.43723,2.00000,0.06330,'coding'
1.03632,1.58496,0.03074,'non_coding'
12.74863,1.67701,0.03502,'coding'
1.87552,2.80678,0.01392,'non_coding'
5.24779,2.71188,0.02322,'coding'
9.13424,3.03182,0.04133,'coding'
0.65745,1.58496,0.00326,'non_coding'
2.73545,2.49893,0.02171,'coding'
2.01875,2.19716,0.02523,'coding'
0.62892,1.58496,0.01329,'non_coding'
17.07058,2.62033,0.04179,'coding'
14.67175,2.57368,0.04473,'coding'
0.65112,2.32193,0.00822,'non_coding'
3.76019,2.50000,0.05410,'coding'
3.63693,2.52206,0.03415,'coding'
0.28986,1.50000,0.00840,'non_coding'
5.17571,3.05656,0.04012,'coding'
0.22873,2.00000,0.00634,'non_coding'
6.26632,2.41309,0.06460,'coding'
15.87621,2.97560,0.03853,'coding'
0.59544,1.66450,0.01018,'non_coding'
2.15432,2.25163,0.03989,'coding'
0.50628,1.00000,0.02595,'non_coding'
9.63241,2.38637,0.03807,'coding'
1.05406,1.58496,0.03772,'non_coding'
2.52564,2.58496,0.04857,'coding'
2.83895,2.32193,0.06380,'coding'
0.99124,2.22561,0.00767,'non_coding'
1.13024,2.72548,0.01497,'coding'
0.91023,2.09047,0.00516,'non_coding'
5.35323,2.45282,0.03995,'coding'
5.16435,2.81321,0.02877,'coding'
2.94203,2.73216,0.03198,'coding'
0.99377,2.00000,0.02983,'non_coding'
6.06378,3.00000,0.04378,'coding'
0.68028,1.58496,0.00609,'non_coding'
3.06510,2.52164,0.04789,'coding'
0.76007,1.00000,0.01983,'non_coding'
12.38773,2.50670,0.05183,'coding'
8.19048,2.82782,0.06000,'coding'
0.76596,1.00000,0.03259,'non_coding'
10.56201,2.81857,0.04543,'coding'
2.51082,2.72548,0.03261,'coding'
0.49530,1.58496,0.02311,'non_coding'
8.28367,2.63935,0.04747,'coding'
4.72804,2.73346,0.03414,'coding'
5.90305,2.54926,0.04704,'coding'
4.31026,2.46625,0.03316,'coding'
0.66070,1.58496,0.01290,'non_coding'
6.11064,3.03915,0.05135,'coding'
0.47452,1.58496,0.03912,'non_coding'
3.23651,2.75163,0.03082,'coding'
6.68567,3.00972,0.02932,'coding'
3.59184,2.32193,0.07330,'coding'
0.41813,2.41309,0.00303,'non_coding'
4.04762,1.25163,0.07228,'coding'
3.80813,2.35539,0.03715,'coding'
5.73171,2.82059,0.03495,'coding'
3.25571,2.50000,0.04460,'coding'
2.65649,2.12809,0.04056,'coding'
1.24635,1.58496,0.02180,'non_coding'
6.96441,2.40309,0.03627,'coding'
1.06722,1.50000,0.01039,'non_coding'
16.43773,2.89649,0.04617,'coding'
0.28372,0.91830,0.00879,'non_coding'
4.45614,2.10541,0.02932,'coding'
0.62534,2.23593,0.01034,'non_coding'
1.93020,3.03064,0.01394,'coding'
2.94118,2.32193,0.06920,'coding'
0.37215,2.23593,0.00678,'non_coding'
8.57895,2.65505,0.05312,'coding'
1.83030,1.58496,0.06656,'coding'
0.75556,0.00000,0.05037,'coding'
1.05333,1.58496,0.00638,'non_coding'
5.20541,2.86309,0.02814,'coding'
8.86351,2.49830,0.04938,'coding'
7.13220,2.95915,0.03471,'coding'
0.31517,1.91830,0.00274,'non_coding'
6.90692,2.87291,0.05213,'coding'
0.63399,1.58496,0.01204,'non_coding'
4.67730,2.10846,0.03317,'coding'
0.58788,1.58496,0.02138,'non_coding'
3.19524,2.00000,0.09129,'coding'
0.43137,1.00000,0.02537,'non_coding'
4.03520,2.19716,0.05013,'coding'
0.46239,1.58496,0.01896,'non_coding'
3.81026,2.33012,0.02931,'coding'
3.79611,2.49220,0.02609,'coding'
7.00743,2.78416,0.03469,'coding'
0.72572,2.92323,0.00871,'non_coding'
2.58005,2.23593,0.04063,'coding'
0.52430,2.32193,0.00850,'non_coding'
3.15356,1.37095,0.07087,'coding'
2.54895,2.63373,0.01682,'non_coding'
6.47848,2.82585,0.03891,'coding'
0.35573,2.41938,0.00955,'non_coding'
1.72449,2.48171,0.01760,'coding'
2.08333,1.58496,0.06510,'non_coding'
1.35703,2.35539,0.01286,'coding'
1.10731,1.58496,0.02204,'non_coding'
1.76471,2.00000,0.05190,'coding'
0.40464,1.92193,0.00440,'non_coding'
2.98444,2.64208,0.01467,'coding'
0.36905,1.58496,0.01318,'non_coding'
13.73139,2.95915,0.06666,'coding'
14.34003,2.92849,0.03032,'coding'
0.38812,2.25163,0.00910,'non_coding'
2.46445,2.45915,0.02336,'coding'
9.00597,2.23346,0.06456,'coding'
0.80851,1.00000,0.03440,'non_coding'
5.76471,2.56081,0.01884,'coding'
0.80350,2.00000,0.00296,'non_coding'
5.86531,2.49560,0.04788,'coding'
2.94955,2.13935,0.01750,'coding'
1.77299,2.25163,0.03057,'coding'
4.71560,2.77736,0.04326,'coding'
5.84760,2.34686,0.02442,'coding'
1.14078,1.00000,0.03592,'non_coding'
10.23736,2.22007,0.06339,'coding'
12.21373,3.11150,0.05186,'coding'
0.69251,2.52164,0.00756,'non_coding'
1.59857,1.92193,0.03438,'coding'
3.44649,2.52440,0.02544,'coding'
0.65718,1.00000,0.01776,'non_coding'
6.75794,2.58548,0.04023,'coding'
6.48170,2.28418,0.03747,'coding'
7.91233,2.70869,0.04574,'coding'
10.15433,2.97721,0.03495,'coding'
0.38308,2.00000,0.01144,'non_coding'
8.33111,2.89790,0.02225,'coding'
5.45728,2.68628,0.03940,'coding'
3.47322,2.64160,0.02278,'coding'
10.39686,2.64322,0.04893,'coding'
0.64723,1.00000,0.02135,'non_coding'
7.62548,2.90869,0.04382,'coding'
1.18276,2.32193,0.03029,'non_coding'
5.76552,2.74771,0.02651,'coding'
0.26139,1.58496,0.01804,'non_coding'
2.29412,3.05748,0.01588,'coding'
1.79133,2.25000,0.02733,'non_coding'
33.69963,2.25948,0.06172,'coding'
5.69427,2.95470,0.02358,'coding'
6.24541,2.15772,0.03621,'coding'
9.88646,2.95381,0.04317,'coding'
5.59365,2.77440,0.03552,'coding'
1.33333,1.58496,0.04301,'coding'
0.24527,2.80735,0.00194,'non_coding'
6.09813,2.91830,0.05699,'coding'
0.55457,2.58496,0.00982,'non_coding'
14.32296,3.06554,0.05943,'coding'
3.60663,2.11328,0.04480,'coding'
11.33017,2.35539,0.10740,'coding'
0.48132,1.92193,0.00559,'non_coding'
0.78862,2.91830,0.00769,'coding'
0.21740,1.58496,0.00234,'non_coding'
3.06827,2.50326,0.03697,'coding'
2.84107,2.61058,0.02398,'coding'
2.47281,2.15564,0.03508,'coding'
2.98214,2.41160,0.02663,'coding'
0.86667,2.25163,0.01651,'non_coding'
9.80049,2.93872,0.04769,'coding'
1.50649,2.00000,0.03913,'coding'
7.02083,2.87314,0.06269,'coding'
0.39746,2.25163,0.00702,'non_coding'
10.00864,2.78990,0.05186,'coding'
0.56517,1.58496,0.03413,'non_coding'
2.66864,2.32193,0.03158,'coding'
0.22222,2.00000,0.00570,'non_coding'
8.99103,2.42028,0.04032,'coding'
0.15341,1.00000,0.00966,'non_coding'
1.33333,1.58496,0.04040,'coding'
1.59722,2.32193,0.03328,'coding'
0.38220,0.91830,0.01942,'non_coding'
2.02874,2.44644,0.02332,'coding'
0.28468,2.36852,0.00308,'non_coding'
5.36461,2.75643,0.02288,'coding'
1.08425,2.32193,0.02383,'coding'
1.00709,1.92193,0.02143,'non_coding'
2.07622,2.60985,0.01417,'coding'
5.62054,3.02699,0.05018,'coding'
4.51180,1.70044,0.03993,'coding'
7.57100,2.42117,0.03395,'coding'
1.27110,1.00000,0.02249,'non_coding'
0.22535,1.50000,0.00635,'coding'
5.90632,3.01688,0.03860,'coding'
8.19761,2.10851,0.03459,'coding'
6.01149,2.56545,0.05182,'coding'
14.15166,2.37366,0.06707,'coding'
2.55805,2.32193,0.05748,'coding'
0.89041,1.58496,0.05370,'non_coding'
5.31832,2.39733,0.03194,'coding'
1.22222,2.58496,0.02263,'coding'
0.74220,0.91830,0.03967,'non_coding'
12.35501,2.98523,0.10045,'coding'
1.42169,1.50000,0.02184,'non_coding'
5.13384,2.01313,0.03889,'coding'
5.47803,3.08605,0.03523,'coding'
2.18391,2.15564,0.03012,'coding'
1.93333,2.25163,0.03515,'coding'
1.80122,1.91830,0.03305,'coding'
16.70883,2.79918,0.04973,'coding'
0.95339,2.19716,0.01025,'non_coding'
6.67260,2.07111,0.03396,'coding'
8.12644,2.78242,0.04003,'coding'
0.93413,0.91830,0.02100,'non_coding'
5.54818,2.35539,0.05259,'coding'
2.10256,2.77778,0.01470,'coding'
0.88000,0.91830,0.03520,'non_coding'
3.47259,2.77995,0.02285,'coding'
1.06410,1.00000,0.03708,'non_coding'
0.21171,1.50000,0.00572,'coding'
4.22384,2.75000,0.06166,'coding'
0.41176,1.58496,0.01615,'non_coding'
4.00458,3.01307,0.02752,'coding'
5.38302,2.11328,0.06687,'coding'
0.37719,1.00000,0.01985,'non_coding'
6.73871,2.48346,0.04937,'coding'
1.61006,1.79248,0.03038,'coding'
1.32668,1.00000,0.05291,'non_coding'
2.90476,2.00000,0.07545,'coding'
2.35185,2.15564,0.03266,'coding'
17.41796,2.36926,0.04489,'coding'
0.88732,1.58496,0.02647,'non_coding'
8.43284,2.29284,0.03147,'coding'
5.82807,2.23127,0.06135,'coding'
7.53396,3.14347,0.03529,'coding'
0.50000,1.00000,0.02778,'non_coding'
4.14710,2.45915,0.03894,'coding'
1.38008,2.64160,0.01683,'coding'
0.42308,1.58496,0.01627,'non_coding'
0.69504,1.00000,0.02958,'coding'
0.71739,1.00000,0.03119,'coding'
5.53505,1.88109,0.04751,'coding'
0.37278,2.25163,0.02221,'non_coding'
24.81571,2.65997,0.05466,'coding'
0.93334,1.92193,0.02510,'non_coding'
1.03086,1.58496,0.03818,'coding'
0.43478,1.00000,0.01890,'coding'
1.77096,1.83659,0.02173,'coding'
0.17870,2.00000,0.01896,'non_coding'
5.39173,2.57782,0.03936,'coding'
0.37549,1.58496,0.01075,'non_coding'
0.55914,1.58496,0.01804,'coding'
3.91983,2.39358,0.02481,'coding'
14.15043,2.63559,0.05626,'coding'
1.31319,2.63670,0.00842,'non_coding'
2.50147,1.91830,0.04427,'coding'
0.33504,1.00000,0.01663,'non_coding'
11.52795,1.99328,0.04895,'coding'
4.73424,2.61656,0.02157,'coding'
0.26262,2.50326,0.00426,'non_coding'
8.76610,2.63129,0.05943,'coding'
6.99405,2.22301,0.03568,'coding'
10.74623,2.70958,0.04422,'coding'
1.07819,1.89106,0.01331,'non_coding'
8.13807,2.25887,0.04815,'coding'
8.79123,2.82218,0.06084,'coding'
6.18257,2.81128,0.04369,'coding'
8.15091,2.33935,0.04671,'coding'
5.14035,2.79465,0.03382,'coding'
11.17503,2.56451,0.03503,'coding'
6.63655,2.25980,0.03998,'coding'
7.14514,2.57782,0.05273,'coding'
1.41515,2.87314,0.01287,'non_coding'
10.69128,2.75506,0.06579,'coding'
10.54302,2.90498,0.04032,'coding'
14.12346,2.42008,0.08718,'coding'
1.22123,2.77440,0.00753,'non_coding'
7.95926,2.64644,0.08844,'coding'
4.30601,1.66450,0.07059,'coding'
0.20885,2.00000,0.01537,'non_coding'
1.35385,1.58496,0.04166,'coding'
0.57823,2.50000,0.00787,'coding'
13.27968,2.90195,0.07008,'coding'
0.59655,1.58496,0.03160,'non_coding'
3.62143,2.25000,0.05173,'coding'
5.64286,2.97356,0.04243,'coding'
0.29676,1.58496,0.00657,'non_coding'
1.91667,2.64160,0.02522,'coding'
3.98039,2.72193,0.04683,'coding'
0.59733,1.37095,0.00951,'non_coding'
0.92949,1.58496,0.03575,'coding'
10.34000,3.02314,0.03447,'coding'
9.97383,2.58070,0.03404,'coding'
0.71843,2.52164,0.00991,'non_coding'
3.61988,2.25163,0.06351,'coding'
1.26619,2.50000,0.01822,'coding'
0.68384,1.58496,0.01204,'non_coding'
2.08176,2.25163,0.03928,'coding'
0.48801,1.00000,0.01630,'non_coding'
2.41228,2.72548,0.03174,'coding'
6.91904,2.91402,0.03576,'coding'
1.35206,2.32042,0.01619,'non_coding'
4.24222,3.01688,0.02828,'coding'
2.25758,2.32193,0.05131,'coding'
1.79259,2.50000,0.02656,'coding'
0.86962,1.50000,0.01124,'non_coding'
4.53143,2.92193,0.05179,'coding'
2.06667,2.52164,0.03179,'coding'
1.75762,0.91830,0.03458,'non_coding'
0.83544,1.50000,0.02115,'coding'
1.81548,2.35353,0.01621,'coding'
1.91282,2.32193,0.01956,'non_coding'
4.44292,2.00000,0.12172,'coding'
0.22963,1.00000,0.01021,'non_coding'
1.77660,2.36852,0.01890,'coding'
0.36554,1.00000,0.02932,'non_coding'
17.90955,2.38034,0.05370,'coding'
0.74139,1.58496,0.02738,'non_coding'
1.61667,2.00000,0.04042,'coding'
5.10550,2.66123,0.04684,'coding'
1.19118,1.50000,0.03503,'coding'
0.67581,1.58496,0.00987,'non_coding'
4.68910,2.45915,0.04509,'coding'
1.02970,2.25163,0.02039,'non_coding'
7.61044,1.50000,0.18338,'coding'
1.06127,2.91520,0.00725,'non_coding'
4.22612,2.72193,0.04943,'coding'
0.87179,2.25000,0.01219,'non_coding'
7.36741,2.99622,0.03274,'coding'
0.12083,1.50000,0.00463,'non_coding'
10.35837,1.77716,0.04863,'coding'
7.40493,2.67908,0.03535,'coding'
4.37869,2.86383,0.02771,'coding'
3.00947,2.71263,0.01555,'coding'
1.43038,1.50000,0.03621,'coding'
6.82434,2.59179,0.04333,'coding'
4.27237,2.44022,0.03325,'coding'
11.79310,2.43478,0.03697,'coding'
18.59045,2.94581,0.04293,'coding'
0.59279,1.58496,0.01665,'non_coding'
4.78191,2.66353,0.05087,'coding'
1.07971,2.40564,0.01565,'non_coding'
3.98639,2.40564,0.05424,'coding'
11.11936,2.24849,0.04126,'coding'
1.15315,2.00000,0.03117,'non_coding'
4.98039,2.72750,0.03447,'coding'
12.45805,2.52096,0.04296,'coding'
0.16454,2.72193,0.00829,'non_coding'
5.13027,2.32193,0.11794,'coding'
4.70063,2.42258,0.03548,'coding'
0.69565,2.32193,0.01512,'non_coding'
2.98444,2.64208,0.01467,'coding'
0.57639,1.00000,0.02402,'non_coding'
16.62644,2.53248,0.06370,'coding'
0.72917,1.00000,0.04498,'non_coding'
5.30480,2.66123,0.04779,'coding'
4.39683,1.52193,0.10469,'coding'
11.94621,2.64883,0.05073,'coding'
8.23223,2.83978,0.04944,'coding'
1.64228,1.00000,0.08011,'non_coding'
9.93619,2.91044,0.05678,'coding'
0.36458,1.58496,0.01139,'non_coding'
10.69652,2.22017,0.03991,'coding'
6.49881,2.27908,0.03087,'coding'
5.91364,2.91398,0.06128,'coding'
3.97172,2.72548,0.04814,'coding'
1.10638,1.00000,0.04708,'non_coding'
12.22770,2.46090,0.08611,'coding'
4.94444,2.84022,0.03833,'coding'
0.89557,2.25163,0.01416,'non_coding'
3.32549,1.92193,0.07825,'coding'
4.15501,2.80735,0.03420,'coding'
8.42879,2.70928,0.03893,'coding'
8.14392,2.87165,0.04042,'coding'
0.66667,1.00000,0.02837,'non_coding'
5.99314,2.40667,0.04933,'coding'
16.04008,2.17565,0.04061,'coding'
2.59139,1.58496,0.09022,'non_coding'
1.34234,1.50000,0.03628,'coding'
6.17899,2.60624,0.04809,'coding'
1.17544,1.00000,0.06187,'non_coding'
13.06835,2.76686,0.04701,'coding'
0.53324,2.48171,0.01331,'non_coding'
7.34921,2.98423,0.04999,'coding'
0.69048,1.00000,0.03288,'non_coding'
13.35599,3.07393,0.06483,'coding'
8.85333,2.03118,0.05059,'coding'
0.28551,1.00000,0.01534,'non_coding'
4.50168,2.41309,0.04547,'coding'
7.93402,2.63129,0.05416,'coding'
0.57346,1.58496,0.01127,'non_coding'
1.84337,1.50000,0.04442,'coding'
6.15781,2.75512,0.02975,'coding'
5.20576,2.65505,0.03213,'coding'
0.59832,1.92193,0.00768,'non_coding'
20.07896,2.22143,0.05696,'coding'
0.18056,1.00000,0.00752,'non_coding'
2.78519,1.92193,0.06189,'coding'
0.59871,1.58496,0.00962,'non_coding'
5.49682,2.32208,0.03501,'coding'
4.56216,2.71078,0.03011,'coding'
0.62037,1.00000,0.03447,'non_coding'
3.28775,2.52164,0.05620,'coding'
1.60932,1.92193,0.03461,'coding'
21.82763,1.86715,0.05972,'coding'
2.32353,1.79248,0.04556,'coding'
0.91304,2.32193,0.01985,'coding'
12.97998,2.28142,0.06778,'coding'
4.27176,2.19716,0.05442,'coding'
0.41754,1.92193,0.03100,'non_coding'
30.06881,2.45446,0.04194,'coding'
1.21481,1.00000,0.05399,'non_coding'
15.63333,2.72920,0.05485,'coding'
10.52494,1.73135,0.05000,'coding'
8.64839,2.69785,0.04516,'coding'
6.10314,1.80624,0.04606,'coding'
2.86252,2.28259,0.02228,'coding'
0.10256,1.58496,0.00394,'non_coding'
4.88530,1.67293,0.05253,'coding'
7.11389,2.98523,0.05928,'coding'
0.29012,1.58496,0.01075,'non_coding'
12.49546,2.86659,0.08500,'coding'
0.70567,1.58496,0.01892,'non_coding'
8.41088,2.06703,0.06866,'coding'
1.24074,1.58496,0.04595,'non_coding'
4.91816,2.44644,0.05890,'coding'
4.24359,1.91830,0.08161,'coding'
10.49602,2.73158,0.04554,'coding'
3.77043,3.05656,0.02934,'coding'
2.19444,1.91830,0.04064,'coding'
3.19427,2.64160,0.03919,'coding'
5.37460,3.08496,0.05119,'coding'
7.56388,2.16387,0.04360,'coding'
4.56978,2.77190,0.03162,'coding'
8.13613,3.23127,0.04260,'coding'
17.01770,1.99093,0.05020,'coding'
9.17582,2.54685,0.05042,'coding'
8.55084,2.65656,0.06603,'coding'
2.61852,2.32193,0.05819,'coding'
9.25071,2.41380,0.07907,'coding'
3.46273,2.64559,0.02922,'coding'
6.12022,1.84237,0.10033,'coding'
12.68325,2.35376,0.06310,'coding'
7.86908,3.22110,0.04755,'coding'
4.59491,1.90564,0.06382,'coding'
2.13146,2.00000,0.06004,'coding'
4.58081,3.00624,0.03470,'coding'
2.14481,1.84237,0.03516,'coding'
3.37984,2.44644,0.03930,'coding'
12.79532,1.95082,0.06414,'coding'
6.62982,2.66353,0.06979,'coding'
6.40590,2.50000,0.08716,'coding'
8.28006,3.04584,0.03781,'coding'
8.00494,2.95282,0.05930,'coding'
10.24603,2.90370,0.06099,'coding'
12.23574,2.17814,0.04652,'coding'
3.81877,2.25163,0.07415,'coding'
2.69499,2.72548,0.03523,'coding'
1.34085,2.52164,0.02016,'coding'
0.33782,3.02699,0.00303,'non_coding'
5.52692,2.52323,0.04251,'coding'
14.03426,3.12809,0.06010,'coding'
5.25967,2.24644,0.05812,'coding'
3.49290,2.79465,0.02290,'coding'
7.03135,3.00913,0.03225,'coding'
1.12990,1.58496,0.03704,'non_coding'
10.10806,2.71642,0.02926,'coding'
2.88669,2.55773,0.01905,'coding'
11.00880,2.92745,0.07267,'coding'
15.28510,3.03379,0.07899,'coding'
0.38806,2.00000,0.01158,'non_coding'
0.84946,1.58496,0.02740,'coding'
0.18862,1.50000,0.00981,'non_coding'
2.98444,2.64208,0.01467,'coding'
0.28872,1.58496,0.02466,'non_coding'
4.08244,1.52193,0.08779,'coding'
9.84144,2.35899,0.03417,'coding'
5.53283,2.46625,0.04192,'coding'
0.03832,1.00000,0.00762,'non_coding'
3.88889,2.63129,0.02729,'coding'
0.51096,2.70689,0.00225,'non_coding'
2.98444,2.64208,0.01467,'coding'
0.40825,1.58496,0.01827,'non_coding'
2.67246,1.79248,0.04648,'coding'
0.65427,1.00000,0.04082,'non_coding'
4.11066,2.75343,0.03328,'coding'
3.91762,2.52193,0.04503,'coding'
4.85612,2.40564,0.06987,'coding'
2.93074,2.00000,0.07612,'coding'
1.49817,0.72193,0.03293,'coding'
15.19469,2.67197,0.06723,'coding'
4.26667,2.58496,0.07758,'coding'
0.28815,1.00000,0.01778,'non_coding'
10.83585,3.01057,0.06547,'coding'
32.41968,2.80265,0.05453,'coding'
0.53313,1.58496,0.02512,'non_coding'
3.82883,2.00000,0.10348,'coding'
1.55506,2.58496,0.02052,'non_coding'
5.50758,2.78990,0.04172,'coding'
1.37429,2.25163,0.04173,'non_coding'
8.04274,1.50000,0.20622,'coding'
9.66532,2.49560,0.07826,'coding'
10.22824,2.83659,0.06515,'coding'
7.73471,2.25887,0.04577,'coding'
6.07308,2.66353,0.06495,'coding'
0.19728,1.00000,0.00805,'non_coding'
13.51928,2.97821,0.03959,'coding'
10.56306,2.89542,0.07137,'coding'
5.57315,2.50738,0.05044,'coding'
19.24910,3.11937,0.06899,'coding'
4.20937,2.52164,0.06958,'coding'
0.60935,2.32193,0.00676,'non_coding'
0.48677,1.58496,0.01545,'coding'
